QRS_Width,R_Peak_Height,P_Wave_Present,T_Wave_Present,ST_Level,PR_Interval,Label
203,1.0,1,1,0.2979,39,V
280,1.0,1,1,0.2592,9,V
26,1.0,1,1,0.2675,111,V
113,1.0,1,1,0.2943,25,V
12,1.0,1,1,0.1384,124,N
119,1.0,1,1,0.2723,20,V
116,1.0,1,1,0.2722,23,V
118,1.0,1,1,0.2366,21,V
116,1.0,1,1,0.2931,22,V
123,1.0,1,1,0.2645,16,V
112,1.0,1,1,0.2749,26,V
13,1.0,1,1,0.1212,123,N
280,1.0,1,1,0.2549,9,V
138,1.0,0,1,0.2768,2,V
13,1.0,1,1,0.1423,123,N
273,1.0,1,0,0.1092,22,V
141,1.0,0,1,0.3061,2,V
284,1.0,1,0,0.2687,8,V
14,1.0,1,1,0.0899,122,N
268,1.0,1,1,0.0761,22,V
141,1.0,0,1,0.2959,2,V
284,1.0,0,1,0.2975,5,V
14,1.0,1,1,0.1422,122,N
275,1.0,1,0,0.1496,20,V
279,1.0,1,0,0.1041,16,V
276,1.0,1,1,0.1127,13,V
139,1.0,0,1,0.3156,2,V
13,1.0,1,1,0.1078,123,N
285,1.0,0,1,0.264,5,V
116,1.0,1,1,0.2819,24,V
271,1.0,1,1,0.141,18,V
271,1.0,1,1,0.1374,19,V
203,1.0,1,1,0.3218,41,V
14,1.0,1,1,0.2408,122,N
269,1.0,1,1,0.1451,22,V
15,1.0,1,1,0.1583,122,N
269,1.0,1,1,0.2546,19,V
269,1.0,1,1,0.2675,18,V
266,1.0,1,1,0.2821,20,V
151,1.0,0,1,0.3201,2,V
249,1.0,1,1,0.2729,38,V
269,1.0,1,1,0.1279,20,V
270,1.0,1,1,0.1369,20,V
47,1.0,1,1,0.2172,177,N
272,1.0,1,1,0.1515,18,V
149,1.0,0,1,0.3042,2,V
268,1.0,1,1,0.0947,22,V
270,1.0,1,1,0.2413,19,V
146,1.0,0,1,0.3159,2,V
255,1.0,1,0,0.0772,41,V
263,1.0,1,1,0.1456,26,V
121,1.0,1,1,0.2779,18,V
23,1.0,1,0,0.0813,273,N
113,1.0,1,1,0.2634,26,V
259,1.0,1,1,0.1536,29,V
121,1.0,1,1,0.2957,17,V
114,1.0,1,1,0.226,25,V
109,1.0,1,1,0.2084,29,V
120,1.0,1,1,0.2724,18,V
27,1.0,1,1,0.1237,113,V
114,1.0,1,1,0.2228,25,V
121,1.0,1,1,0.2616,17,V
120,1.0,1,1,0.2877,18,V
116,1.0,1,1,0.1447,23,V
13,1.0,1,1,0.1121,123,N
111,1.0,1,1,0.2565,27,V
125,1.0,1,1,0.253,14,V
26,1.0,1,1,0.1371,114,V
106,1.0,1,1,0.2204,32,V
27,1.0,1,1,0.1424,113,V
28,1.0,1,1,0.2502,110,V
26,1.0,1,1,0.1458,113,V
113,1.0,1,1,0.2175,26,V
30,1.0,1,1,0.2079,109,V
14,1.0,1,1,0.0695,122,N
65,1.0,1,1,0.22355,48,V
13,1.0,1,1,0.0823,123,N
29,1.0,1,1,0.2181,110,V
119,1.0,1,1,0.2454,20,V
22,1.0,1,1,0.1359,117,V
14,1.0,1,1,0.0484,122,N
255,1.0,1,1,0.1074,34,V
34,1.0,1,1,0.1994,105,V
13,1.0,1,1,0.1037,123,N
277,1.0,1,1,0.0914,14,V
276,1.0,1,1,0.109,15,V
13,1.0,1,1,0.0483,124,N
273,1.0,1,1,0.1105,17,V
13,1.0,1,1,0.1085,123,N
13,1.0,1,1,0.0865,123,N
272,1.0,1,1,0.1303,18,V
270,1.0,1,1,0.152,19,V
270,1.0,1,1,0.1046,20,V
259,1.0,1,1,0.2213,29,V
194,1.0,1,1,0.30269999999999997,34,V
267,1.0,1,1,0.1518,22,V
213,1.0,1,1,0.3082,32,V
258,1.0,1,1,0.1269,29,V
262,1.0,1,1,0.1046,28,V
112,1.0,1,1,0.2581,165,N
142,1.0,0,1,0.3252,2,V
71,1.0,1,1,0.27895000000000003,169,N
234,1.0,1,1,0.2669,54,V
142,1.0,0,1,0.3092,2,V
242,1.0,1,1,0.2748,46,V
144,1.0,0,1,0.3207,2,V
272,1.0,1,1,0.1521,18,V
113,1.0,1,1,0.1153,172,N
139,1.0,0,1,0.3099,5,V
252,1.0,1,1,0.2407,34,V
255,1.0,1,1,0.2455,33,V
63,1.0,1,1,0.2402,171,N
250,1.0,1,1,0.1284,40,V
62,1.0,1,1,0.2409,167,N
259,1.0,1,1,0.2315,29,V
248,1.0,1,1,0.2537,39,V
124,1.0,1,1,0.3156,17,V
265,1.0,1,1,0.1227,24,V
264,1.0,1,1,0.1557,26,V
260,1.0,1,1,0.1421,30,V
223,1.0,1,1,0.2404,65,V
218,1.0,1,1,0.2509,71,V
229,1.0,1,1,0.1252,62,V
141,1.0,0,1,0.3044,2,V
215,1.0,1,1,0.2448,73,V
55,1.0,1,1,0.23275,191,N
129,1.0,1,1,0.2683,10,V
136,1.0,0,1,0.2829,2,V
135,1.0,0,1,0.244,2,V
277,1.0,1,0,0.0808,19,V
14,1.0,1,1,0.1304,122,N
275,1.0,1,0,0.1279,20,V
15,1.0,1,1,0.0921,122,N
13,1.0,1,1,0.1442,122,N
13,1.0,1,1,0.0841,123,N
15,1.0,1,1,0.0924,122,N
13,1.0,1,1,0.1429,123,N
14,1.0,1,1,0.0959,122,N
14,1.0,1,1,0.0754,122,N
14,1.0,1,1,0.1325,122,N
14,1.0,1,1,0.0948,122,N
15,1.0,1,1,0.1455,121,N
53,1.0,1,1,0.2918,174,N
54,1.0,1,1,0.30565,174,N
17,1.0,1,1,0.2926,120,N
15,1.0,1,1,0.2945,120,N
14,1.0,1,1,0.1767,123,N
17,1.0,1,1,0.122,121,N
16,1.0,1,1,0.1442,121,N
15,1.0,1,1,0.1334,122,N
13,1.0,1,1,0.0597,123,N
13,1.0,1,1,0.1129,123,N
14,1.0,1,1,0.072,123,N
14,1.0,1,1,0.0496,123,N
276,1.0,1,0,0.0864,20,V
14,1.0,1,1,0.1452,122,N
277,1.0,1,1,0.0937,14,V
14,1.0,1,1,0.0975,122,N
276,1.0,1,0,0.0944,20,V
277,1.0,1,0,0.099,19,V
13,1.0,1,1,0.1024,124,N
282,1.0,1,0,0.2644,10,V
274,1.0,1,0,0.0682,22,V
211,1.0,1,1,0.3141,32,V
279,1.0,1,0,0.0937,17,V
14,1.0,1,1,0.1035,122,N
275,1.0,1,0,0.1306,20,V
274,1.0,1,0,0.1422,20,V
270,1.0,1,0,0.081,25,V
268,1.0,1,1,0.1009,22,V
121,1.0,1,1,0.2655,20,V
124,1.0,1,1,0.2964,18,V
116,1.0,1,1,0.3086,25,V
130,1.0,1,1,0.3025,12,V
143,1.0,0,1,0.3134,2,V
135,1.0,1,1,0.3089,10,V
143,1.0,0,1,0.319,2,V
127,1.0,1,1,0.3009,15,V
117,1.0,1,1,0.3186,26,V
118,1.0,1,1,0.2894,25,V
132,1.0,1,1,0.2977,11,V
136,1.0,1,1,0.3161,8,V
110,1.0,1,1,0.3034,32,V
261,1.0,1,1,0.2943,26,V
119,1.0,1,1,0.2798,22,V
109,1.0,1,1,0.2827,32,V
269,1.0,1,1,0.257,18,V
109,1.0,1,1,0.2773,31,V
115,1.0,1,1,0.3043,26,V
271,1.0,1,1,0.2848,14,V
273,1.0,1,0,0.1092,22,V
269,1.0,1,1,0.2884,19,V
14,1.0,1,1,0.1376,123,N
113,1.0,1,1,0.272,26,V
272,1.0,1,0,0.2939,20,V
14,1.0,1,1,0.0928,123,N
272,1.0,1,0,0.2629,20,V
143,1.0,0,1,0.3138,2,V
278,1.0,1,0,0.1005,17,V
13,1.0,1,1,0.1289,123,N
13,1.0,1,1,0.1168,123,N
272,1.0,1,0,0.2847,20,V
144,1.0,0,1,0.2744,2,V
14,1.0,1,1,0.0588,122,N
279,1.0,1,0,0.1169,16,V
278,1.0,1,0,0.0748,18,V
15,1.0,1,1,0.0719,122,N
277,1.0,1,0,0.1116,18,V
279,1.0,1,0,0.0752,17,V
264,1.0,1,0,0.0646,32,V
271,1.0,1,0,0.114,24,V
137,1.0,1,1,0.2961,11,V
277,1.0,1,0,0.1335,18,V
24,1.0,1,1,0.2967,114,V
276,1.0,1,0,0.0715,20,V
26,1.0,1,1,0.2301,113,V
24,1.0,1,1,0.1252,115,V
114,1.0,1,1,0.1159,25,V
120,1.0,1,1,0.1153,19,V
13,1.0,1,1,0.1145,123,N
27,1.0,1,1,0.2247,112,V
24,1.0,1,1,0.2088,115,V
12,1.0,1,1,0.1241,124,N
276,1.0,1,0,0.116,20,V
26,1.0,1,1,0.2786,113,V
277,1.0,1,0,0.1182,19,V
28,1.0,1,1,0.2871,111,V
27,1.0,1,1,0.2624,112,V
27,1.0,1,1,0.2804,112,V
63,1.0,1,1,0.23135,49,V
289,1.0,0,0,0.116,7,V
25,1.0,1,1,0.1179,115,V
281,1.0,1,1,0.2496,8,V
289,1.0,0,0,0.1226,7,V
276,1.0,1,0,0.0975,20,V
275,1.0,1,0,0.1061,21,V
141,1.0,0,1,0.321,2,V
243,1.0,1,0,0.1429,52,V
270,1.0,1,0,0.1266,25,V
132,1.0,1,1,0.2753,19,V
236,1.0,1,0,0.1131,60,V
275,1.0,1,0,0.0581,21,V
122,1.0,1,1,0.2943,27,V
268,1.0,1,0,0.0693,28,V
118,1.0,1,1,0.2774,29,V
236,1.0,1,1,0.1349,53,V
139,1.0,0,1,0.3049,2,V
266,1.0,1,0,0.1358,29,V
147,1.0,0,1,0.3155,2,V
266,1.0,1,0,0.1389,27,V
142,1.0,0,1,0.294,6,V
14,1.0,1,1,0.1202,122,N
276,1.0,1,0,0.0837,16,V
142,1.0,0,1,0.3151,2,V
274,1.0,1,0,0.1082,21,V
141,1.0,0,1,0.307,2,V
14,1.0,1,1,0.1056,122,N
273,1.0,1,0,0.0868,22,V
141,1.0,0,1,0.3158,2,V
269,1.0,1,0,0.0703,27,V
137,1.0,1,1,0.2999,8,V
14,1.0,1,1,0.0651,123,N
274,1.0,1,0,0.1022,21,V
142,1.0,0,1,0.2985,2,V
13,1.0,1,1,0.1302,123,N
272,1.0,1,0,0.0705,24,V
138,1.0,0,1,0.307,2,V
15,1.0,1,1,0.0503,122,N
277,1.0,1,0,0.0704,19,V
138,1.0,1,1,0.2968,7,V
274,1.0,1,0,0.108,22,V
140,1.0,0,1,0.2915,5,V
270,1.0,1,0,0.1461,25,V
140,1.0,0,1,0.3142,4,V
274,1.0,1,0,0.1396,21,V
142,1.0,0,1,0.3148,2,V
270,1.0,1,0,0.0899,26,V
129,1.0,1,1,0.2926,16,V
14,1.0,1,1,0.1117,122,N
275,1.0,1,0,0.1017,21,V
142,1.0,0,1,0.3066,2,V
266,1.0,1,0,0.0939,30,V
126,1.0,1,1,0.3007,19,V
275,1.0,1,0,0.1265,20,V
143,1.0,0,1,0.2994,2,V
268,1.0,1,0,0.0851,28,V
141,1.0,0,1,0.3055,5,V
269,1.0,1,0,0.105,26,V
136,1.0,1,1,0.3108,8,V
275,1.0,1,0,0.0929,21,V
143,1.0,0,1,0.298,2,V
269,1.0,1,0,0.0702,27,V
130,1.0,1,1,0.3174,13,V
274,1.0,1,0,0.1299,21,V
139,1.0,0,1,0.2845,6,V
273,1.0,1,0,0.1388,22,V
131,1.0,1,1,0.3167,12,V
14,1.0,1,1,0.0643,122,N
271,1.0,1,0,0.1277,24,V
139,1.0,0,1,0.3094,2,V
14,1.0,1,1,0.1373,123,N
265,1.0,1,0,0.1325,30,V
135,1.0,1,1,0.3183,14,V
269,1.0,1,0,0.141,26,V
147,1.0,0,1,0.3053,2,V
280,1.0,1,1,0.2666,11,V
118,1.0,1,1,0.2898,156,N
247,1.0,1,1,0.1401,41,V
145,1.0,0,1,0.3027,2,V
246,1.0,1,0,0.1165,48,V
123,1.0,1,1,0.3028,28,V
277,1.0,1,0,0.2775,15,V
230,1.0,1,0,0.1152,65,V
143,1.0,0,1,0.2985,2,V
268,1.0,1,0,0.103,27,V
269,1.0,1,1,0.1313,20,V
268,1.0,1,1,0.1326,20,V
268,1.0,1,1,0.0932,22,V
139,1.0,1,1,0.2957,10,V
55,1.0,1,1,0.22775,173,N
267,1.0,1,1,0.1323,22,V
270,1.0,1,0,0.1084,25,V
148,1.0,0,1,0.2957,2,V
268,1.0,1,0,0.1167,27,V
148,1.0,0,1,0.3068,2,V
269,1.0,1,1,0.1463,21,V
142,1.0,1,1,0.2909,8,V
271,1.0,1,0,0.1133,24,V
144,1.0,0,1,0.2951,5,V
270,1.0,1,0,0.1175,25,V
136,1.0,1,1,0.2838,14,V
269,1.0,1,0,0.0865,27,V
283,1.0,1,0,0.2903,9,V
228,1.0,1,1,0.1112,62,V
116,1.0,1,1,0.2904,35,V
286,1.0,1,0,0.1401,8,V
56,1.0,1,1,0.1865,191,N
109,1.0,1,0,0.1276,187,N
264,1.0,1,0,0.0796,32,V
142,1.0,0,1,0.296,4,V
282,1.0,1,1,0.2692,9,V
271,1.0,1,0,0.1294,25,V
140,1.0,0,1,0.298,2,V
287,1.0,1,0,0.0752,9,V
13,1.0,1,1,0.0532,123,N
274,1.0,1,0,0.0959,22,V
118,1.0,1,1,0.2906,31,V
248,1.0,1,0,0.0649,48,V
124,1.0,1,1,0.3046,15,V
278,1.0,1,0,0.0868,18,V
29,1.0,1,1,0.2979,109,V
127,1.0,1,1,0.2824,12,V
118,1.0,1,1,0.3043,20,V
29,1.0,1,1,0.285,109,V
26,1.0,1,1,0.1173,115,V
116,1.0,1,1,0.2704,24,V
37,1.0,1,0,0.151,255,V
41,1.0,1,1,0.2969,103,V
29,1.0,1,1,0.2544,111,V
276,1.0,1,0,0.1491,19,V
135,1.0,0,1,0.2878,5,V
24,1.0,1,1,0.1065,116,V
277,1.0,1,0,0.0795,19,V
13,1.0,1,1,0.139,123,N
275,1.0,1,0,0.0796,21,V
246,1.0,1,0,0.1071,49,V
129,1.0,1,1,0.3149,11,V
281,1.0,1,1,0.2999,8,V
276,1.0,1,0,0.0766,20,V
141,1.0,1,1,0.2776,9,V
274,1.0,1,0,0.1482,21,V
265,1.0,1,1,0.0974,24,V
131,1.0,1,1,0.2946,12,V
