QRS_Width,R_Peak_Height,P_Wave_Present,T_Wave_Present,ST_Level,PR_Interval,Label
215,1.0,1,1,0.39339999999999997,97,V
198,1.0,1,1,0.411,106,V
30,1.0,1,1,0.4048,159,V
210,1.0,1,1,0.43115000000000003,107,V
232,1.0,1,1,0.3983,65,V
193,1.0,1,1,0.39170000000000005,117,V
98,1.0,1,1,0.3934333333333333,265,N
125,1.0,1,1,0.42373333333333335,158,V
73,1.0,1,1,0.39765,90,V
158,1.0,1,1,0.39665,133,V
31,1.0,1,1,0.3711,161,V
82,1.0,1,1,0.3918,277,N
66,1.0,1,1,0.39895,98,V
26,1.0,1,1,0.3407,162,V
26,1.0,1,1,0.3891,161,V
61,1.0,1,1,0.4018,95,V
289,1.0,1,1,0.39644999999999997,38,V
10,1.0,1,1,0.3402,175,N
14,1.0,1,1,0.3917,172,N
344,1.0,1,0,0.4128,48,V
10,1.0,1,1,0.3393,175,N
10,1.0,1,1,0.3017,174,N
10,1.0,1,1,0.3456,174,N
11,1.0,1,1,0.3987,174,N
11,1.0,1,1,0.291,174,N
10,1.0,1,1,0.3045,175,N
10,1.0,1,1,0.2793,175,N
10,1.0,1,1,0.3801,174,N
11,1.0,1,1,0.366,174,N
14,1.0,1,1,0.3647,172,N
12,1.0,1,1,0.3944,173,N
11,1.0,1,1,0.2848,174,N
10,1.0,1,1,0.3767,174,N
10,1.0,1,1,0.298,175,N
11,1.0,1,1,0.2453,174,N
10,1.0,1,1,0.3525,174,N
9,1.0,1,1,0.3726,175,N
10,1.0,1,1,0.3952,174,N
10,1.0,1,1,0.3396,174,N
11,1.0,1,1,0.2696,174,N
12,1.0,1,1,0.2425,174,N
10,1.0,1,1,0.3381,175,N
11,1.0,1,1,0.2522,174,N
10,1.0,1,1,0.2343,175,N
10,1.0,1,1,0.316,174,N
11,1.0,1,1,0.3722,174,N
11,1.0,1,1,0.2674,174,N
10,1.0,1,1,0.3402,174,N
11,1.0,1,1,0.2369,174,N
10,1.0,1,1,0.3956,174,N
10,1.0,1,1,0.3919,174,N
315,1.0,1,0,0.4308,77,V
323,1.0,1,1,0.4074,65,V
365,1.0,1,0,0.3287,29,V
369,1.0,1,0,0.3206,25,V
378,1.0,1,1,0.4208,12,V
129,1.0,1,1,0.41415,244,N
269,1.0,1,1,0.4001,105,V
140,1.0,1,1,0.441,63,V
127,1.0,1,1,0.40364999999999995,227,N
191,1.0,1,1,0.4243666666666666,121,V
359,0.9994,1,0,0.3431,34,V
325,1.0,1,0,0.3511,67,V
189,1.0,1,1,0.41853333333333337,100,V
180,0.7609,1,1,0.45005,131,V
25,1.0,1,1,0.3801,164,V
28,1.0,1,1,0.4254,161,V
27,1.0,1,1,0.4008,162,V
67,1.0,1,1,0.4478,98,V
118,1.0,1,1,0.4076,73,V
106,1.0,1,1,0.416,85,V
114,1.0,1,1,0.4324,77,V
26,1.0,1,1,0.4374,163,V
29,1.0,1,1,0.4388,161,V
27,1.0,1,1,0.4117,163,V
24,1.0,1,1,0.3779,358,N
29,1.0,1,1,0.4209,161,V
32,1.0,1,1,0.415,159,V
27,1.0,1,1,0.4329,162,V
291,1.0,1,1,0.4268,45,V
25,1.0,1,1,0.4065,164,V
25,1.0,1,1,0.3978,164,V
103,0.6765,1,1,0.46094999999999997,134,V
24,1.0,1,1,0.3596,165,V
24,1.0,1,1,0.4146,165,V
51,0.6872,1,1,0.4592,254,V
322,1.0,1,1,0.393,69,V
266,1.0,1,1,0.45025000000000004,81,V
18,0.8354,1,1,0.4112,169,V
274,1.0,1,1,0.41825,75,V
14,1.0,1,1,0.406,173,N
300,1.0,1,1,0.395,78,V
165,1.0,1,1,0.4493,30,V
113,1.0,1,1,0.385,241,N
371,1.0,1,0,0.3654,21,V
291,1.0,1,1,0.4315,84,V
161,1.0,1,1,0.4574,35,V
197,1.0,1,1,0.42860000000000004,114,V
85,1.0,1,1,0.43374999999999997,49,V
366,1.0,1,1,0.4211,25,V
368,1.0,1,0,0.4071,24,V
34,0.5641,1,1,0.4501,263,V
244,1.0,1,1,0.36565000000000003,126,V
118,1.0,1,1,0.4205,79,V
125,1.0,1,1,0.38195,240,N
226,0.7831,1,1,0.43335,123,V
20,1.0,1,1,0.3892,167,V
41,0.593,1,1,0.4588,264,V
20,1.0,1,1,0.4075,167,V
27,1.0,1,1,0.31594999999999995,336,N
16,0.8822,1,1,0.4123,170,V
15,0.8383,1,1,0.3569,171,V
19,1.0,1,1,0.3212,168,V
20,1.0,1,1,0.3937,355,N
21,1.0,1,1,0.4248,166,V
18,1.0,1,1,0.4111,169,V
352,1.0,1,0,0.3858,42,V
30,1.0,1,1,0.37795,347,N
21,1.0,1,1,0.3791,167,V
357,1.0,1,0,0.3904,37,V
23,1.0,1,1,0.3849,165,V
22,1.0,1,1,0.3549,166,V
22,1.0,1,1,0.3765,166,V
16,1.0,1,1,0.35,171,V
130,1.0,1,1,0.3986,241,N
355,1.0,1,0,0.3893,39,V
18,1.0,1,1,0.3754,169,V
216,1.0,1,1,0.4356,102,V
33,0.5798,1,1,0.4624,267,V
362,1.0,1,0,0.3409,32,V
80,0.8942,1,1,0.45030000000000003,275,V
122,1.0,1,1,0.4261,69,V
163,1.0,1,1,0.37105,140,V
248,1.0,1,1,0.3876,123,V
120,1.0,1,1,0.4025,80,V
16,0.8895,1,1,0.3839,169,V
244,1.0,1,1,0.4,127,V
119,1.0,1,1,0.4107,80,V
11,1.0,1,1,0.2996,174,N
173,1.0,1,1,0.3882999999999999,156,V
127,1.0,1,1,0.3514,64,V
123,1.0,1,1,0.425825,181,V
83,1.0,1,1,0.4232,92,V
177,0.8774,1,1,0.4361333333333333,166,V
131,1.0,1,1,0.39075,60,V
12,1.0,1,1,0.2747,174,N
182,1.0,1,1,0.4546,107,V
124,1.0,1,1,0.4451,71,V
13,1.0,1,1,0.2927,173,N
12,1.0,1,1,0.351,173,N
45,1.0,1,1,0.4337,226,N
38,1.0,1,1,0.4034,232,N
13,1.0,1,1,0.4131,173,N
12,1.0,1,1,0.3505,173,N
10,1.0,1,1,0.3872,174,N
12,1.0,1,1,0.2658,173,N
148,1.0,1,1,0.40702499999999997,146,V
86,1.0,1,1,0.4277,92,V
11,1.0,1,1,0.2949,174,N
146,1.0,1,1,0.43160000000000004,161,V
86,1.0,1,1,0.43335,84,V
10,1.0,1,1,0.3524,174,N
192,1.0,1,1,0.4088666666666667,161,V
124,1.0,1,1,0.4186,68,V
10,1.0,1,1,0.3849,174,N
173,1.0,1,1,0.42379999999999995,152,V
111,1.0,1,1,0.4374,82,V
181,1.0,1,1,0.42996666666666666,160,V
118,1.0,1,1,0.4471,74,V
210,1.0,1,1,0.39513333333333334,140,V
129,1.0,1,1,0.4332,59,V
240,1.0,1,1,0.3823,128,V
121,1.0,1,1,0.4284,73,V
168,1.0,1,1,0.4379,125,V
121,1.0,1,1,0.4132,73,V
11,1.0,1,1,0.2684,174,N
167,1.0,1,1,0.44565,122,V
118,1.0,1,1,0.431,75,V
14,1.0,1,1,0.3531,173,N
191,1.0,1,1,0.4288666666666667,152,V
120,1.0,1,1,0.4179,73,V
162,1.0,1,1,0.4368,124,V
128,1.0,1,1,0.41205,60,V
197,1.0,1,1,0.42506666666666665,140,V
123,1.0,1,1,0.4244,70,V
230,1.0,1,1,0.36455000000000004,132,V
123,1.0,1,1,0.36455000000000004,66,V
202,1.0,1,1,0.4471333333333333,145,V
127,1.0,1,1,0.4512,66,V
13,1.0,1,1,0.3552,173,N
77,0.8934,1,1,0.43384999999999996,270,V
116,1.0,1,1,0.4102,79,V
164,1.0,1,1,0.44145,121,V
115,1.0,1,1,0.4228,78,V
174,1.0,1,1,0.4395,124,V
128,1.0,1,1,0.419,66,V
12,1.0,1,1,0.4146,173,N
152,1.0,1,1,0.44395,129,V
110,1.0,1,1,0.4254,82,V
172,1.0,1,1,0.44545,122,V
122,1.0,1,1,0.4356,71,V
12,1.0,1,1,0.4303,173,N
178,1.0,1,1,0.4079,164,V
116,1.0,1,1,0.4306,76,V
12,1.0,1,1,0.3978,173,N
215,1.0,1,1,0.40723333333333334,136,V
131,1.0,1,1,0.441,58,V
235,1.0,1,1,0.42025,130,V
121,1.0,1,1,0.4217,77,V
232,1.0,1,1,0.42469999999999997,142,V
123,1.0,1,1,0.4174,72,V
115,1.0,1,1,0.4086,221,N
193,1.0,1,1,0.4545,118,V
164,1.0,1,1,0.43884999999999996,118,V
114,1.0,1,1,0.4195,79,V
228,1.0,1,1,0.4165,135,V
111,1.0,1,1,0.4433,87,V
240,0.8137,1,1,0.4569,104,V
97,1.0,1,1,0.44805,224,V
137,1.0,1,1,0.4189,54,V
319,1.0,1,1,0.4246,40,V
233,0.9265,1,1,0.4275,101,V
112,1.0,1,1,0.43320000000000003,237,N
283,1.0,1,1,0.4229,77,V
67,1.0,1,1,0.43895,215,N
182,1.0,1,1,0.43845,114,V
130,1.0,1,1,0.4196,68,V
254,1.0,1,1,0.3984,91,V
149,1.0,1,1,0.43155,212,N
273,1.0,1,1,0.42045,101,V
138,1.0,1,1,0.4152,61,V
196,1.0,1,1,0.4412,112,V
144,1.0,1,1,0.4328,55,V
209,1.0,1,1,0.43496666666666667,138,V
130,1.0,1,1,0.439,68,V
12,1.0,1,1,0.3132,173,N
269,1.0,1,1,0.43805,105,V
137,1.0,1,1,0.4512,61,V
216,1.0,1,1,0.4217666666666666,132,V
131,1.0,1,1,0.4448,68,V
272,1.0,1,1,0.39039999999999997,107,V
379,1.0,1,1,0.3659,12,V
68,1.0,1,1,0.38256666666666667,279,N
134,1.0,1,1,0.404925,174,V
83,1.0,1,1,0.3861333333333333,85,V
381,1.0,1,1,0.3806,10,V
10,1.0,1,1,0.3472,175,N
162,1.0,1,1,0.42506666666666665,165,V
106,1.0,1,1,0.4094,87,V
371,1.0,1,1,0.4062,18,V
131,1.0,1,1,0.4493,138,V
115,1.0,1,1,0.4385,74,V
248,1.0,1,1,0.36945,99,V
105,0.8039,1,1,0.4355,257,V
147,1.0,1,1,0.43474999999999997,46,V
199,1.0,1,1,0.40615,128,V
26,1.0,1,1,0.3825,162,V
93,0.6565,1,1,0.4631,136,V
22,1.0,1,1,0.4013,165,V
26,1.0,1,1,0.3638,162,V
23,1.0,1,1,0.4002,164,V
23,1.0,1,1,0.3771,164,V
20,1.0,1,1,0.3714,168,V
23,1.0,1,1,0.4238,165,V
49,1.0,1,1,0.3807,311,V
39,0.9813,1,1,0.38875000000000004,144,V
33,1.0,1,1,0.3386,336,N
22,1.0,1,1,0.4239,166,V
115,1.0,1,1,0.3985,256,V
115,1.0,1,1,0.3985,74,V
26,1.0,1,1,0.35765,157,V
336,1.0,1,0,0.2969,58,V
341,1.0,1,0,0.3617,52,V
62,1.0,1,1,0.45175,269,V
65,1.0,1,1,0.4146,100,V
11,1.0,1,1,0.3447,174,N
258,1.0,1,1,0.41395,78,V
257,1.0,1,1,0.42615000000000003,116,V
134,1.0,1,1,0.4361,65,V
327,1.0,1,0,0.3946,65,V
100,1.0,1,1,0.387,237,V
82,1.0,1,1,0.4303,89,V
